Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
Austin Seibert,27.0,2023,K,NYJ,1.0,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Austin Trammell,25.0,2023,WR,LAR,16.0,0.0,,,,,,0.0,0.0,0.0,7.0,4.0,29.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Bailey Zappe,24.0,2023,QB,NWE,10.0,6.0,212.0,127.0,1272.0,6.0,9.0,17.0,83.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,396.0,54.0
Baker Mayfield,28.0,2023,QB,TAM,17.0,17.0,566.0,364.0,4044.0,28.0,10.0,62.0,163.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,264.0,246.0,,240.3,30.0
Ben Sims,23.0,2023,TE,GNB,17.0,1.0,,,,,,0.0,0.0,0.0,6.0,4.0,21.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Ben Skowronek,26.0,2023,WR,LAR,17.0,0.0,,,,,,2.0,9.0,0.0,12.0,8.0,66.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Bijan Robinson,21.0,2023,RB,ATL,17.0,16.0,,,,,,214.0,976.0,4.0,86.0,58.0,487.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,9.0,8.0,8.0,4.0
Blaine Gabbert,34.0,2023,QB,KAN,2.0,1.0,35.0,18.0,185.0,0.0,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,324.0,46.0
Blake Bell,32.0,2023,TE,KAN,17.0,3.0,,,,,,0.0,0.0,0.0,9.0,5.0,26.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,254.0,32.0
Blake Gillikin,25.0,2023,K,ARI,13.0,0.0,,,,,,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Blake Grupe,25.0,2023,K,NOR,17.0,0.0,,,,,,,,,,,,,,18.0,16.0,10.0,8.0,9.0,6.0,37.0,30.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,232.0,,,,232.0,24.0
Bo Melton,24.0,2023,WR,GNB,5.0,1.0,,,,,,3.0,21.0,0.0,24.0,16.0,218.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Boston Scott,28.0,2023,RB,PHI,15.0,0.0,,,,,,20.0,86.0,0.0,6.0,4.0,52.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,,281.0,,286.5,80.0
Braden Mann,26.0,2023,K,PHI,15.0,0.0,1.0,1.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Bradley Pinion,29.0,2023,K,ATL,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Brandin Cooks,30.0,2023,WR,DAL,16.0,15.0,,,,,,5.0,35.0,0.0,81.0,54.0,657.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,88.0,97.0,103.0,92.0,95.0,38.0
Brandon Aiyuk,25.0,2023,WR,SFO,16.0,16.0,,,,,,0.0,0.0,0.0,105.0,75.0,1342.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,64.0,84.0,67.0,72.0,28.0
Brandon Aubrey,28.0,2023,K,DAL,17.0,0.0,,,,,,,,,,,,,,24.0,22.0,4.0,4.0,10.0,10.0,38.0,36.0,52.0,49.0,,,,,,,,,,,,,,,,,,,,,,226.0,,,272.0,249.0,26.0
Brandon Bolden,33.0,2023,RB,LVR,17.0,0.0,,,,,,4.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,500.0,154.0
Brandon Johnson,25.0,2023,WR,DEN,13.0,2.0,,,,,,0.0,0.0,0.0,30.0,19.0,284.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0,,,,387.0,128.0
Brandon McManus,32.0,2023,K,JAX,17.0,0.0,,,,,,,,,,,,,,14.0,14.0,13.0,11.0,10.0,5.0,37.0,30.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,240.0,156.0,193.0,197.0,196.5,14.0
Brandon Powell,28.0,2023,WR,MIN,17.0,2.0,,,,,,5.0,17.0,0.0,44.0,29.0,324.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0,,,,447.0,143.0
Braxton Berrios,28.0,2023,WR,MIA,16.0,1.0,,,,,,1.0,11.0,0.0,33.0,27.0,238.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Breece Hall,22.0,2023,RB,NYJ,17.0,16.0,,,,,,223.0,994.0,5.0,95.0,76.0,591.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,39.0,24.0,52.0,40.8,15.0
Brenton Strange,23.0,2023,TE,JAX,14.0,4.0,,,,,,0.0,0.0,0.0,9.0,5.0,35.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,349.0,56.0
Brett Maher,34.0,2023,K,LAR,8.0,0.0,,,,,,,,,,,,,,7.0,7.0,9.0,7.0,7.0,3.0,23.0,17.0,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,216.0,,,,216.0,20.0
Brett Rypien,27.0,2023,QB,LAR,2.0,1.0,38.0,18.0,172.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Brevin Jordan,23.0,2023,TE,HOU,14.0,6.0,,,,,,0.0,0.0,0.0,21.0,17.0,219.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Brian Hoyer,38.0,2023,QB,LVR,3.0,1.0,42.0,23.0,231.0,0.0,2.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Brian Robinson Jr.,24.0,2023,RB,WAS,15.0,15.0,,,,,,178.0,733.0,5.0,43.0,36.0,368.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.0,150.0,85.0,109.3,34.0
Britain Covey,26.0,2023,WR,PHI,16.0,0.0,,,,,,0.0,0.0,0.0,6.0,4.0,42.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Brock Purdy,24.0,2023,QB,SFO,16.0,16.0,444.0,308.0,4280.0,31.0,11.0,39.0,144.0,2.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,158.0,156.0,191.0,167.0,20.0
Brock Wright,25.0,2023,TE,DET,14.0,4.0,,,,,,0.0,0.0,0.0,14.0,13.0,91.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,317.0,50.0
Bryce Baringer,24.0,2023,K,NWE,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Bryce Young,22.0,2023,QB,CAR,16.0,16.0,527.0,315.0,2877.0,11.0,10.0,39.0,253.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,174.0,155.0,228.0,183.3,23.0
Brycen Hopkins,26.0,2023,TE,LAR,15.0,0.0,,,,,,0.0,0.0,0.0,7.0,5.0,78.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,,,,361.0,61.0
Byron Pringle,30.0,2023,WR,WAS,17.0,1.0,,,,,,0.0,0.0,0.0,22.0,14.0,161.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,,,,409.0,133.0
C.J. Beathard,30.0,2023,QB,JAX,7.0,1.0,53.0,40.0,349.0,1.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,405.0,55.0
C.J. Ham,30.0,2023,RB,MIN,17.0,5.0,,,,,,1.0,7.0,0.0,9.0,7.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,305.0,2.0
C.J. Stroud,22.0,2023,QB,HOU,15.0,15.0,499.0,319.0,4108.0,23.0,5.0,39.0,167.0,3.0,1.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,214.0,184.0,252.0,211.5,27.0
C.J. Uzomah,30.0,2023,TE,NYJ,12.0,8.0,,,,,,0.0,0.0,0.0,12.0,8.0,58.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,,,,272.0,38.0
Cade Otton,24.0,2023,TE,TAM,17.0,17.0,,,,,,0.0,0.0,0.0,67.0,47.0,455.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,278.0,255.0,271.7,37.0
Cairo Santos,32.0,2023,K,CHI,17.0,0.0,,,,,,,,,,,,,,20.0,20.0,10.0,8.0,8.0,7.0,38.0,35.0,33.0,31.0,,,,,,,,,,,,,,,,,,,,,,209.0,,,,209.0,17.0
Calvin Austin III,24.0,2023,WR,PIT,17.0,1.0,,,,,,11.0,57.0,1.0,30.0,17.0,180.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,299.0,,275.5,96.0
Calvin Ridley,29.0,2023,WR,JAX,17.0,17.0,,,,,,9.0,23.0,0.0,136.0,76.0,1016.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,34.0,36.0,30.0,34.5,16.0
Cam Akers,24.0,2023,RB,MIN,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0,2.0,12.0,11.0,70.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,66.0,61.0,61.0,64.0,24.0
Cameron Dicker,23.0,2023,K,LAC,17.0,0.0,,,,,,,,,,,,,,15.0,15.0,9.0,9.0,9.0,7.0,33.0,31.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,171.0,178.0,232.0,181.0,190.5,12.0
Cameron Johnston,31.0,2023,K,HOU,13.0,0.0,,,,,,1.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Carson Wentz,31.0,2023,QB,LAR,2.0,1.0,24.0,17.0,163.0,2.0,1.0,17.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0,,,,455.0,61.0
Case Keenum,35.0,2023,QB,HOU,2.0,2.0,53.0,34.0,291.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Cedric Tillman,23.0,2023,WR,CLE,14.0,3.0,,,,,,1.0,8.0,0.0,44.0,21.0,224.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,,,,464.0,148.0
Cedrick Wilson Jr.,28.0,2023,WR,MIA,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,296.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,353.0,119.0
CeeDee Lamb,24.0,2023,WR,DAL,17.0,17.0,,,,,,14.0,113.0,2.0,181.0,135.0,1749.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,15.0,11.0,13.3,6.0
Chad Ryland,24.0,2023,K,NWE,17.0,0.0,,,,,,,,,,,,,,11.0,9.0,10.0,5.0,4.0,2.0,25.0,16.0,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,238.0,,295.0,,266.5,29.0
Charlie Jones,25.0,2023,WR,CIN,11.0,0.0,,,,,,2.0,13.0,0.0,9.0,7.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,306.0,109.0
Charlie Kolar,24.0,2023,TE,BAL,15.0,3.0,,,,,,0.0,0.0,0.0,9.0,7.0,87.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,,,,478.0,77.0
Charlie Woerner,26.0,2023,TE,SFO,17.0,2.0,,,,,,0.0,0.0,0.0,3.0,3.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chase Brown,23.0,2023,RB,CIN,12.0,0.0,,,,,,44.0,179.0,0.0,15.0,14.0,156.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,290.0,233.0,246.0,73.0
Chase Claypool,25.0,2023,WR,2TM,12.0,2.0,,,,,,0.0,0.0,0.0,21.0,8.0,77.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,261.0,240.0,248.0,83.0
Chase Edmonds,27.0,2023,RB,TAM,13.0,0.0,,,,,,49.0,176.0,0.0,17.0,14.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,237.0,72.0
Chase McLaughlin,27.0,2023,K,TAM,17.0,0.0,,,,,,,,,,,,,,20.0,20.0,3.0,2.0,8.0,7.0,31.0,29.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,259.0,,203.0,,231.0,23.0
Chigoziem Okonkwo,24.0,2023,TE,TEN,17.0,11.0,,,,,,2.0,6.0,0.0,77.0,54.0,528.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chris Boswell,32.0,2023,K,PIT,17.0,0.0,,,,,,,,,,,,,,16.0,16.0,8.0,7.0,7.0,6.0,31.0,29.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,202.0,,181.0,259.0,214.0,19.0
Chris Brooks,23.0,2023,RB,MIA,9.0,0.0,,,,,,19.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,,,,372.0,87.0
Chris Conley,31.0,2023,WR,SFO,8.0,0.0,,,,,,0.0,0.0,0.0,6.0,3.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chris Evans,26.0,2023,RB,CIN,8.0,0.0,,,,,,2.0,12.0,0.0,1.0,1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chris Godwin,27.0,2023,WR,TAM,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.0,38.0,1.0,130.0,83.0,1024.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,56.0,61.0,86.0,65.0,67.0,26.0
Chris Manhertz,31.0,2023,TE,DEN,16.0,4.0,,,,,,0.0,0.0,0.0,4.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chris Moore,30.0,2023,WR,TEN,17.0,5.0,,,,,,2.0,39.0,0.0,35.0,22.0,424.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Chris Olave,23.0,2023,WR,NOR,16.0,11.0,,,,,,0.0,0.0,0.0,138.0,87.0,1123.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,24.0,32.0,22.0,26.5,12.0
Chris Rodriguez,23.0,2023,RB,WAS,13.0,0.0,,,,,,51.0,247.0,2.0,2.0,2.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0
Christian Kirk,27.0,2023,WR,JAX,12.0,12.0,2.0,1.0,-1.0,0.0,0.0,1.0,6.0,0.0,85.0,57.0,787.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,71.0,80.0,69.0,76.0,32.0
Christian McCaffrey,27.0,2023,RB,SFO,16.0,16.0,,,,,,272.0,1459.0,14.0,83.0,67.0,564.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.3,1.0
Christian Watson,24.0,2023,WR,GNB,9.0,9.0,,,,,,4.0,11.0,0.0,53.0,28.0,422.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,60.0,59.0,56.0,55.3,23.0
