Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Fumbles Lost,Field Goals Attempted 0-19,Field Goals Made 0-19,Field Goals Attempted 20-29,Field Goals Made 20-29,Field Goals Attempted 30-39,Field Goals Made 30-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Made,Extra Points Attempted,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP,PPR Fantasy Points Scored,Standard Fantasy Points Scored
Case Keenum,35.0,2023,QB,HOU,2.0,2.0,53.0,34.0,291.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,9.74,9.74
Cedric Tillman,23.0,2023,WR,CLE,14.0,3.0,,,,,,1.0,8.0,0.0,44.0,21.0,224.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,301.0,301.0,301.0,464.0,148,44.2,23.200000000000003
Cedrick Wilson Jr.,28.0,2023,WR,MIA,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,296.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,301.0,301.0,301.0,353.0,119,69.6,47.6
CeeDee Lamb,24.0,2023,WR,DAL,17.0,17.0,,,,,,14.0,113.0,2.0,181.0,135.0,1749.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,15.0,11.0,13.3,6,405.2000000000001,270.20000000000005
Chad Ryland,24.0,2023,K,NWE,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,4.0,4.0,7.0,5.0,10.0,5.0,4.0,2.0,25.0,16.0,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,238.0,301.0,295.0,301.0,266.5,29,70.0,70.0
Charlie Jones,25.0,2023,WR,CIN,11.0,0.0,,,,,,2.0,13.0,0.0,9.0,7.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,301.0,301.0,301.0,306.0,109,14.7,7.7
Charlie Kolar,24.0,2023,TE,BAL,15.0,3.0,,,,,,0.0,0.0,0.0,9.0,7.0,87.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,301.0,301.0,301.0,478.0,77,21.700000000000003,14.7
Charlie Woerner,26.0,2023,TE,SFO,17.0,2.0,,,,,,0.0,0.0,0.0,3.0,3.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,6.2,3.2
Chase Brown,23.0,2023,RB,CIN,12.0,0.0,,,,,,44.0,179.0,0.0,15.0,14.0,156.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,215.0,290.0,233.0,246.0,74,53.5,39.5
Chase Claypool,25.0,2023,WR,2TM,12.0,2.0,,,,,,0.0,0.0,0.0,21.0,8.0,77.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,243.0,261.0,240.0,248.0,83,21.7,13.7
Chase Edmonds,27.0,2023,RB,TAM,13.0,0.0,,,,,,49.0,176.0,0.0,17.0,14.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,237.0,237.0,73,39.7,25.700000000000003
Chase McLaughlin,27.0,2023,K,TAM,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,8.0,8.0,12.0,12.0,3.0,2.0,8.0,7.0,31.0,29.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,259.0,301.0,203.0,301.0,231.0,23,134.0,134.0
Chicago Bears DST,,2023,DEF,CHI,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.0,1035.0,28.0,307.0,4043.0,31.0,1468.0,8.0,72.0,530.0,23.0,34.2,14.7,30.0,22.0,6.0,10.0,0.0,0.0,6.0,,221.0,301.0,223.0,301.0,222.0,25,92.0,92.0
Chigoziem Okonkwo,24.0,2023,TE,TEN,17.0,11.0,,,,,,2.0,6.0,0.0,77.0,54.0,528.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,113.4,59.400000000000006
Chris Boswell,32.0,2023,K,PIT,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,6.0,31.0,29.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,202.0,301.0,181.0,259.0,214.0,19,129.0,129.0
Chris Brooks,23.0,2023,RB,MIA,9.0,0.0,,,,,,19.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,301.0,301.0,301.0,372.0,88,10.6,10.6
Chris Conley,31.0,2023,WR,SFO,8.0,0.0,,,,,,0.0,0.0,0.0,6.0,3.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,9.9,6.9
Chris Evans,26.0,2023,RB,CIN,8.0,0.0,,,,,,2.0,12.0,0.0,1.0,1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.1,1.1
Chris Godwin,27.0,2023,WR,TAM,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.0,38.0,1.0,130.0,83.0,1024.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,56.0,61.0,86.0,65.0,67.0,26,209.2,126.2
Chris Manhertz,31.0,2023,TE,DEN,16.0,4.0,,,,,,0.0,0.0,0.0,4.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,3.6,1.6
Chris Moore,30.0,2023,WR,TEN,17.0,5.0,,,,,,2.0,39.0,0.0,35.0,22.0,424.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,68.30000000000001,46.3
Chris Olave,23.0,2023,WR,NOR,16.0,11.0,,,,,,0.0,0.0,0.0,138.0,87.0,1123.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,24.0,32.0,22.0,26.5,12,229.3,142.3
Chris Rodriguez,23.0,2023,RB,WAS,13.0,0.0,,,,,,51.0,247.0,2.0,2.0,2.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,39.900000000000006,37.900000000000006
Christian Kirk,27.0,2023,WR,JAX,12.0,12.0,2.0,1.0,-1.0,0.0,0.0,1.0,6.0,0.0,85.0,57.0,787.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,71.0,80.0,69.0,76.0,32,154.26,97.26
Christian McCaffrey,27.0,2023,RB,SFO,16.0,16.0,,,,,,272.0,1459.0,14.0,83.0,67.0,564.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.3,1,395.2999999999999,328.3
Christian Watson,24.0,2023,WR,GNB,9.0,9.0,,,,,,4.0,11.0,0.0,53.0,28.0,422.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,60.0,59.0,56.0,55.3,23,101.3,73.30000000000001
Chuba Hubbard,24.0,2023,RB,CAR,17.0,12.0,,,,,,238.0,902.0,5.0,44.0,39.0,233.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,206.0,253.0,159.0,206.0,62,182.5,143.5
Cincinnati Bengals DST,,2023,DEF,CIN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368.0,1055.0,26.0,351.0,4223.0,23.0,2145.0,17.0,92.0,784.0,23.0,38.5,13.4,44.0,17.0,9.0,11.0,0.0,1.0,4.0,,172.0,201.0,128.0,222.0,180.8,13,106.0,106.0
Clayton Tune,24.0,2023,QB,ARI,7.0,1.0,21.0,12.0,62.0,0.0,2.0,8.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,7.48,7.48
Cleveland Browns DST,,2023,DEF,CLE,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4593.0,1004.0,28.0,254.0,2800.0,23.0,1793.0,15.0,118.0,923.0,30.0,24.8,11.7,49.0,18.0,10.0,12.0,0.0,0.0,5.0,,139.0,226.0,191.0,243.0,199.8,20,110.0,110.0
Clyde Edwards-Helaire,24.0,2023,RB,KAN,15.0,3.0,,,,,,70.0,223.0,1.0,22.0,17.0,188.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,196.0,204.0,205.0,201.7,60,70.1,53.1
Cody Thompson,27.0,2023,WR,SEA,7.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.0,1.0
Colby Parkinson,24.0,2023,TE,SEA,17.0,1.0,,,,,,0.0,0.0,0.0,34.0,25.0,247.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,301.0,301.0,301.0,362.0,62,61.7,36.7
Cole Fotheringham,26.0,2023,TE,LVR,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.6,0.6000000000000001
Cole Kmet,24.0,2023,TE,CHI,17.0,17.0,,,,,,3.0,2.0,0.0,90.0,73.0,719.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,119.0,139.0,155.0,129.5,13,181.1,108.1
Cole Strange,25.0,2023,OL,NWE,10.0,10.0,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Cole Turner,23.0,2023,TE,WAS,12.0,1.0,,,,,,0.0,0.0,0.0,15.0,11.0,120.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,301.0,301.0,301.0,417.0,68,23.0,12.0
Collin Johnson,26.0,2023,WR,CHI,3.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,2.1,1.1
Colton Dowell,24.0,2023,WR,TEN,10.0,1.0,,,,,,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.3,0.3
Connor Heyward,24.0,2023,TE,PIT,17.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,23.0,167.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,301.0,301.0,301.0,257.0,34,39.7,16.7
Cooper Kupp,30.0,2023,WR,LAR,12.0,12.0,,,,,,1.0,-3.0,0.0,95.0,59.0,737.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,15.0,5.0,21.0,13.8,7,164.4,105.4
Cooper Rush,30.0,2023,QB,DAL,7.0,0.0,24.0,18.0,144.0,0.0,1.0,12.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,301.0,301.0,301.0,290.0,40,3.26,3.26
Cordarrelle Patterson,32.0,2023,RB,ATL,14.0,0.0,,,,,,50.0,181.0,0.0,12.0,9.0,38.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,220.0,173.0,178.0,190.3,56,36.900000000000006,27.9
Corey Bojorquez,27.0,2023,K,CLE,16.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Courtland Sutton,28.0,2023,WR,DEN,16.0,14.0,,,,,,0.0,0.0,0.0,90.0,59.0,772.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,118.0,127.0,87.0,106.0,40,196.2,137.2
Craig Reynolds,27.0,2023,RB,DET,17.0,0.0,,,,,,41.0,179.0,1.0,5.0,5.0,47.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,33.6,28.6
Curtis Samuel,27.0,2023,WR,WAS,16.0,13.0,,,,,,7.0,39.0,1.0,91.0,62.0,613.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,219.0,225.0,247.0,230.3,76,157.20000000000002,95.2
D'Andre Swift,24.0,2023,RB,PHI,16.0,15.0,,,,,,229.0,1049.0,5.0,49.0,39.0,214.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,62.0,77.0,72.0,74.3,30,201.3,162.3
D'Ernest Johnson,27.0,2023,RB,JAX,17.0,0.0,,,,,,41.0,108.0,0.0,12.0,10.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,301.0,301.0,301.0,384.0,89,34.8,24.8
D'Onta Foreman,27.0,2023,RB,CHI,9.0,8.0,,,,,,109.0,425.0,4.0,16.0,11.0,77.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,175.0,201.0,136.0,170.7,50,91.2,80.2
D'Wayne Eskridge,26.0,2023,WR,SEA,4.0,0.0,,,,,,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.5,0.5
D.J. Montgomery,27.0,2023,WR,IND,7.0,0.0,,,,,,0.0,0.0,0.0,8.0,3.0,56.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,14.6,11.6
D.J. Moore,26.0,2023,WR,CHI,17.0,17.0,,,,,,4.0,21.0,1.0,136.0,96.0,1364.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,50.0,43.0,55.0,50.8,20,288.5,192.5
D.K. Metcalf,26.0,2023,WR,SEA,16.0,16.0,,,,,,0.0,0.0,0.0,119.0,66.0,1114.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,31.0,34.0,36.0,31.3,15,225.4,159.4
DJ Chark,27.0,2023,WR,CAR,15.0,11.0,,,,,,0.0,0.0,0.0,66.0,35.0,525.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,199.0,228.0,227.0,200.3,69,117.5,82.5
Dak Prescott,30.0,2023,QB,DAL,17.0,17.0,590.0,410.0,4516.0,36.0,9.0,55.0,242.0,2.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,88.0,88.0,93.0,89.5,10,342.84,342.84
Dallas Cowboys DST,,2023,DEF,DAL,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.0,1014.0,26.0,311.0,3185.0,21.0,1910.0,14.0,104.0,934.0,37.0,32.0,14.6,46.0,17.0,9.0,14.0,1.0,1.0,12.0,,109.0,108.0,125.0,131.0,118.3,4,118.0,118.0
Dallas Goedert,28.0,2023,TE,PHI,14.0,14.0,,,,,,1.0,1.0,0.0,83.0,59.0,592.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,58.0,58.0,77.0,63.8,7,136.3,77.30000000000001
Dalton Kincaid,24.0,2023,TE,BUF,16.0,11.0,,,,,,0.0,0.0,0.0,91.0,73.0,673.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,120.0,144.0,113.0,127.0,12,152.3,79.3
Dalton Schultz,27.0,2023,TE,HOU,15.0,8.0,,,,,,0.0,0.0,0.0,88.0,59.0,635.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,112.0,115.0,135.0,120.5,11,152.5,93.5
Dalvin Cook,28.0,2023,RB,NYJ,15.0,1.0,,,,,,67.0,214.0,0.0,20.0,15.0,78.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,69.0,51.0,62.0,63.5,23,44.2,29.200000000000003
Dameon Pierce,23.0,2023,RB,HOU,14.0,7.0,,,,,,145.0,416.0,2.0,17.0,13.0,101.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,49.0,64.0,32.0,46.3,17,76.69999999999999,63.7
Damien Harris,26.0,2023,RB,BUF,6.0,0.0,,,,,,23.0,94.0,1.0,2.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,149.0,205.0,123.0,164.5,48,19.0,17.0
Damien Williams,31.0,2023,RB,ARI,3.0,0.0,,,,,,11.0,43.0,0.0,2.0,2.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,301.0,301.0,301.0,496.0,94,7.5,5.5
Damiere Byrd,30.0,2023,WR,ATL,1.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Dan Skipper,29.0,2023,T,DET,11.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,0.0,0.0
Daniel Bellinger,23.0,2023,TE,NYG,17.0,13.0,,,,,,0.0,0.0,0.0,28.0,25.0,255.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,301.0,293.0,301.0,280.5,44,50.5,25.5
Daniel Carlson,28.0,2023,K,LVR,17.0,0.0,,,,,,,,,,,,,,,0.0,0.0,10.0,10.0,7.0,6.0,10.0,9.0,3.0,1.0,30.0,26.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,111.0,124.0,79.0,143.0,114.3,2,117.0,117.0
Daniel Jones,26.0,2023,QB,NYG,6.0,6.0,160.0,108.0,909.0,2.0,6.0,40.0,206.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,141.0,123.0,105.0,120.8,15,58.96,58.96
Dare Ogunbowale,29.0,2023,RB,HOU,12.0,0.0,,,,,,8.0,35.0,0.0,7.0,2.0,18.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,7.3,5.3
Darius Slayton,26.0,2023,WR,NYG,17.0,13.0,,,,,,0.0,0.0,0.0,79.0,50.0,770.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,255.0,236.0,245.5,81,151.0,101.0
Darnell Mooney,26.0,2023,WR,CHI,15.0,14.0,,,,,,2.0,5.0,0.0,61.0,31.0,414.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,155.0,229.0,172.0,174.0,59,78.9,47.900000000000006
Darnell Washington,22.0,2023,TE,PIT,17.0,7.0,,,,,,0.0,0.0,0.0,10.0,7.0,61.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,301.0,273.0,301.0,254.5,33,13.1,6.1000000000000005
Darrell Henderson,26.0,2023,RB,LAR,4.0,4.0,,,,,,46.0,112.0,2.0,14.0,10.0,103.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,43.5,33.5
Darren Waller,31.0,2023,TE,NYG,12.0,11.0,,,,,,0.0,0.0,0.0,74.0,52.0,552.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,52.0,54.0,51.0,50.5,5,113.2,61.2
Darrynton Evans,25.0,2023,RB,2TM,7.0,0.0,,,,,,32.0,121.0,1.0,12.0,7.0,49.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,30.0,23.0
Davante Adams,31.0,2023,WR,LVR,17.0,17.0,,,,,,0.0,0.0,0.0,175.0,103.0,1144.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,12.0,17.0,12.8,5,265.4,162.4
David Bell,23.0,2023,WR,CLE,15.0,3.0,,,,,,0.0,0.0,0.0,23.0,14.0,167.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,301.0,301.0,301.0,432.0,140,48.7,34.7
David Montgomery,26.0,2023,RB,DET,14.0,14.0,,,,,,219.0,1015.0,13.0,24.0,16.0,117.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,83.0,109.0,76.0,86.0,31,207.2,191.2
David Moore,28.0,2023,WR,TAM,7.0,0.0,,,,,,0.0,0.0,0.0,7.0,5.0,94.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,20.4,15.4
David Njoku,27.0,2023,TE,CLE,16.0,16.0,,,,,,0.0,0.0,0.0,123.0,81.0,882.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,86.0,63.0,104.0,85.8,9,205.2,124.2
David Wells,28.0,2023,TE,TAM,5.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,-10.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,1.0,-1.0
Davis Allen,22.0,2023,TE,LAR,15.0,1.0,,,,,,0.0,0.0,0.0,11.0,10.0,95.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,301.0,301.0,301.0,436.0,71,25.5,15.5
Davis Mills,25.0,2023,QB,HOU,6.0,0.0,39.0,18.0,173.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,15.82,15.82
Dawson Knox,27.0,2023,TE,BUF,12.0,11.0,,,,,,0.0,0.0,0.0,36.0,22.0,186.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,164.0,152.0,266.0,191.8,19,52.6,30.6
De'Von Achane,22.0,2023,RB,MIA,11.0,4.0,0.0,0.0,0.0,0.0,0.0,103.0,800.0,8.0,37.0,27.0,197.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,132.0,140.0,95.0,136.8,42,192.7,165.7
DeAndre Carter,30.0,2023,WR,LVR,17.0,1.0,,,,,,3.0,18.0,0.0,7.0,4.0,39.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,301.0,301.0,301.0,402.0,132,9.7,5.7
DeAndre Hopkins,31.0,2023,WR,TEN,17.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,137.0,75.0,1057.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,48.0,56.0,59.0,52.5,21,223.6,148.60000000000002
DeVante Parker,30.0,2023,WR,NWE,13.0,13.0,,,,,,0.0,0.0,0.0,55.0,33.0,394.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,249.0,226.0,244.0,239.7,80,72.4,39.400000000000006
DeVonta Smith,25.0,2023,WR,PHI,16.0,16.0,,,,,,0.0,0.0,0.0,112.0,81.0,1066.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,27.0,27.0,24.0,27.0,13,229.6,148.60000000000002
DeeJay Dallas,25.0,2023,RB,SEA,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,9.0,6.0,26.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,12.2,6.2
Deebo Samuel,27.0,2023,WR,SFO,15.0,15.0,1.0,0.0,0.0,0.0,0.0,37.0,225.0,5.0,89.0,60.0,892.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,37.0,39.0,41.0,38.0,17,243.7,183.7
Demarcus Robinson,29.0,2023,WR,LAR,16.0,4.0,,,,,,1.0,23.0,0.0,39.0,26.0,371.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,301.0,301.0,301.0,450.0,144,89.4,63.4
Demario Douglas,23.0,2023,WR,NWE,14.0,7.0,,,,,,8.0,41.0,0.0,79.0,49.0,561.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,301.0,301.0,301.0,301.0,301,109.2,60.2
Denver Broncos DST,,2023,DEF,DEN,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6303.0,1083.0,26.0,349.0,3972.0,29.0,2331.0,15.0,99.0,965.0,29.0,40.2,13.0,42.0,11.0,15.0,17.0,1.0,1.0,1.0,,204.0,200.0,172.0,219.0,198.8,18,103.0,103.0
